huc12_id,year,irrwdtot_mgd,irrwdsw_mgd,irrwdgw_mgd
120302020706,2000,0.0,0.0,0.0
120302020706,2001,0.0,0.0,0.0
120302020706,2002,0.0,0.0,0.0
120302020706,2003,0.0,0.0,0.0
120302020706,2004,0.0,0.0,0.0
120302020706,2005,0.0,0.0,0.0
120302020706,2006,0.0,0.0,0.0
120302020706,2007,0.0,0.0,0.0
120302020706,2008,0.0,0.0,0.0
120302020706,2009,0.0,0.0,0.0
120302020706,2010,0.0,0.0,0.0
120302020706,2011,0.0,0.0,0.0
120302020706,2012,0.0,0.0,0.0
120302020706,2013,0.0,0.0,0.0
120302020706,2014,0.0,0.0,0.0
120302020706,2015,0.0,0.0,0.0
120302020706,2016,0.0,0.0,0.0
120302020706,2017,0.0,0.0,0.0
120302020706,2018,0.0,0.0,0.0
120302020706,2019,0.0,0.0,0.0
120302020706,2020,0.0,0.0,0.0
120302020707,2000,0.0,0.0,0.0
120302020707,2001,0.0,0.0,0.0
120302020707,2002,0.0,0.0,0.0
120302020707,2003,0.0,0.0,0.0
120302020707,2004,0.0,0.0,0.0
120302020707,2005,0.0,0.0,0.0
120302020707,2006,0.0,0.0,0.0
120302020707,2007,0.0,0.0,0.0
120302020707,2008,0.0,0.0,0.0
120302020707,2009,0.0,0.0,0.0
120302020707,2010,0.0,0.0,0.0
120302020707,2011,0.0,0.0,0.0
120302020707,2012,0.0,0.0,0.0
120302020707,2013,0.0,0.0,0.0
120302020707,2014,0.0,0.0,0.0
120302020707,2015,0.0,0.0,0.0
120302020707,2016,0.0,0.0,0.0
120302020707,2017,0.0,0.0,0.0
120302020707,2018,0.0,0.0,0.0
120302020707,2019,0.0,0.0,0.0
120302020707,2020,0.0,0.0,0.0
120302020708,2000,0.0,0.0,0.0
120302020708,2001,0.0,0.0,0.0
120302020708,2002,0.0,0.0,0.0
120302020708,2003,0.0,0.0,0.0
120302020708,2004,0.0,0.0,0.0
120302020708,2005,0.0,0.0,0.0
120302020708,2006,0.0,0.0,0.0
120302020708,2007,0.0,0.0,0.0
120302020708,2008,0.0,0.0,0.0
120302020708,2009,0.0,0.0,0.0
120302020708,2010,0.0,0.0,0.0
120302020708,2011,0.0,0.0,0.0
120302020708,2012,0.0,0.0,0.0
120302020708,2013,0.0,0.0,0.0
120302020708,2014,0.0,0.0,0.0
120302020708,2015,0.0,0.0,0.0
120302020708,2016,0.0,0.0,0.0
120302020708,2017,0.0,0.0,0.0
120302020708,2018,0.0,0.0,0.0
120302020708,2019,0.0,0.0,0.0
120302020708,2020,0.0,0.0,0.0
120302020709,2000,0.0,0.0,0.0
120302020709,2001,0.0,0.0,0.0
120302020709,2002,0.0,0.0,0.0
120302020709,2003,0.0,0.0,0.0
120302020709,2004,0.0,0.0,0.0
120302020709,2005,0.0,0.0,0.0
120302020709,2006,0.0,0.0,0.0
120302020709,2007,0.0,0.0,0.0
120302020709,2008,0.0,0.0,0.0
120302020709,2009,0.0,0.0,0.0
120302020709,2010,0.0,0.0,0.0
120302020709,2011,0.0,0.0,0.0
120302020709,2012,0.0,0.0,0.0
120302020709,2013,0.0,0.0,0.0
120302020709,2014,0.0,0.0,0.0
120302020709,2015,0.0,0.0,0.0
120302020709,2016,0.0,0.0,0.0
120302020709,2017,0.0,0.0,0.0
120302020709,2018,0.0,0.0,0.0
120302020709,2019,0.0,0.0,0.0
120302020709,2020,0.0,0.0,0.0
120302020710,2000,0.0,0.0,0.0
120302020710,2001,0.0,0.0,0.0
120302020710,2002,0.0,0.0,0.0
120302020710,2003,0.0,0.0,0.0
120302020710,2004,0.0,0.0,0.0
120302020710,2005,0.0,0.0,0.0
120302020710,2006,0.0,0.0,0.0
120302020710,2007,0.0,0.0,0.0
120302020710,2008,0.0,0.0,0.0
120302020710,2009,0.0,0.0,0.0
120302020710,2010,0.0,0.0,0.0
120302020710,2011,0.0,0.0,0.0
120302020710,2012,0.0,0.0,0.0
120302020710,2013,0.0,0.0,0.0
120302020710,2014,0.0,0.0,0.0
120302020710,2015,0.0,0.0,0.0
120302020710,2016,0.0,0.0,0.0
120302020710,2017,0.0,0.0,0.0
120302020710,2018,0.0,0.0,0.0
120302020710,2019,0.0,0.0,0.0
120302020710,2020,0.0,0.0,0.0
120302020711,2000,0.0,0.0,0.0
120302020711,2001,0.0,0.0,0.0
120302020711,2002,0.0,0.0,0.0
120302020711,2003,0.0,0.0,0.0
120302020711,2004,0.0,0.0,0.0
120302020711,2005,0.0,0.0,0.0
120302020711,2006,0.0,0.0,0.0
120302020711,2007,0.0,0.0,0.0
120302020711,2008,0.0,0.0,0.0
120302020711,2009,0.0,0.0,0.0
120302020711,2010,0.0,0.0,0.0
120302020711,2011,0.0,0.0,0.0
120302020711,2012,0.0,0.0,0.0
120302020711,2013,0.0,0.0,0.0
120302020711,2014,0.0,0.0,0.0
120302020711,2015,0.0,0.0,0.0
120302020711,2016,0.0,0.0,0.0
120302020711,2017,0.0,0.0,0.0
120302020711,2018,0.0,0.0,0.0
120302020711,2019,0.0,0.0,0.0
120302020711,2020,0.0,0.0,0.0
120302020712,2000,0.0,0.0,0.0
120302020712,2001,0.0,0.0,0.0
120302020712,2002,0.0,0.0,0.0
120302020712,2003,0.0,0.0,0.0
120302020712,2004,0.0,0.0,0.0
120302020712,2005,0.0,0.0,0.0
120302020712,2006,0.0,0.0,0.0
120302020712,2007,0.0,0.0,0.0
120302020712,2008,0.0,0.0,0.0
120302020712,2009,0.0,0.0,0.0
120302020712,2010,0.0,0.0,0.0
120302020712,2011,0.0,0.0,0.0
120302020712,2012,0.0,0.0,0.0
120302020712,2013,0.0,0.0,0.0
120302020712,2014,0.0,0.0,0.0
120302020712,2015,0.0,0.0,0.0
120302020712,2016,0.0,0.0,0.0
120302020712,2017,0.0,0.0,0.0
120302020712,2018,0.0,0.0,0.0
120302020712,2019,0.0,0.0,0.0
120302020712,2020,0.0,0.0,0.0
120302020713,2000,0.0,0.0,0.0
120302020713,2001,0.0,0.0,0.0
120302020713,2002,0.0,0.0,0.0
120302020713,2003,0.0,0.0,0.0
120302020713,2004,0.0,0.0,0.0
120302020713,2005,0.0,0.0,0.0
120302020713,2006,0.0,0.0,0.0
120302020713,2007,0.0,0.0,0.0
120302020713,2008,0.0,0.0,0.0
120302020713,2009,0.0,0.0,0.0
120302020713,2010,0.0,0.0,0.0
120302020713,2011,0.0,0.0,0.0
120302020713,2012,0.0,0.0,0.0
120302020713,2013,0.0,0.0,0.0
120302020713,2014,0.0,0.0,0.0
120302020713,2015,0.0,0.0,0.0
120302020713,2016,0.0,0.0,0.0
120302020713,2017,0.0,0.0,0.0
120302020713,2018,0.0,0.0,0.0
120302020713,2019,0.0,0.0,0.0
120302020713,2020,0.0,0.0,0.0
120302020801,2000,0.0,0.0,0.0
120302020801,2001,0.0,0.0,0.0
120302020801,2002,0.0,0.0,0.0
120302020801,2003,0.0,0.0,0.0
120302020801,2004,0.0,0.0,0.0
120302020801,2005,0.0,0.0,0.0
120302020801,2006,0.0,0.0,0.0
120302020801,2007,0.0,0.0,0.0
120302020801,2008,0.0,0.0,0.0
120302020801,2009,0.0,0.0,0.0
120302020801,2010,0.0,0.0,0.0
120302020801,2011,0.0,0.0,0.0
120302020801,2012,0.0,0.0,0.0
120302020801,2013,0.0,0.0,0.0
120302020801,2014,0.0,0.0,0.0
120302020801,2015,0.0,0.0,0.0
120302020801,2016,0.0,0.0,0.0
120302020801,2017,0.0,0.0,0.0
120302020801,2018,0.0,0.0,0.0
120302020801,2019,0.0,0.0,0.0
120302020801,2020,0.0,0.0,0.0
120302020802,2000,0.0,0.0,0.0
120302020802,2001,0.0,0.0,0.0
120302020802,2002,0.0,0.0,0.0
120302020802,2003,0.0,0.0,0.0
120302020802,2004,0.0,0.0,0.0
120302020802,2005,0.0,0.0,0.0
120302020802,2006,0.0,0.0,0.0
120302020802,2007,0.0,0.0,0.0
120302020802,2008,0.0,0.0,0.0
120302020802,2009,0.0,0.0,0.0
120302020802,2010,0.0,0.0,0.0
120302020802,2011,0.0,0.0,0.0
120302020802,2012,0.0,0.0,0.0
120302020802,2013,0.0,0.0,0.0
120302020802,2014,0.0,0.0,0.0
120302020802,2015,0.0,0.0,0.0
120302020802,2016,0.0,0.0,0.0
120302020802,2017,0.0,0.0,0.0
120302020802,2018,0.0,0.0,0.0
120302020802,2019,0.0,0.0,0.0
120302020802,2020,0.0,0.0,0.0
120302020803,2000,0.0,0.0,0.0
120302020803,2001,0.0,0.0,0.0
120302020803,2002,0.0,0.0,0.0
120302020803,2003,0.0,0.0,0.0
120302020803,2004,0.0,0.0,0.0
120302020803,2005,0.0,0.0,0.0
120302020803,2006,0.0,0.0,0.0
120302020803,2007,0.0,0.0,0.0
120302020803,2008,0.0,0.0,0.0
120302020803,2009,0.0,0.0,0.0
120302020803,2010,0.0,0.0,0.0
120302020803,2011,0.0,0.0,0.0
120302020803,2012,0.0,0.0,0.0
120302020803,2013,0.0,0.0,0.0
120302020803,2014,0.0,0.0,0.0
120302020803,2015,0.0,0.0,0.0
120302020803,2016,0.0,0.0,0.0
120302020803,2017,0.0,0.0,0.0
120302020803,2018,0.0,0.0,0.0
120302020803,2019,0.0,0.0,0.0
120302020803,2020,0.0,0.0,0.0
120302020804,2000,0.0,0.0,0.0
120302020804,2001,0.0,0.0,0.0
120302020804,2002,0.0,0.0,0.0
120302020804,2003,0.0,0.0,0.0
120302020804,2004,0.0,0.0,0.0
120302020804,2005,0.0,0.0,0.0
120302020804,2006,0.0,0.0,0.0
120302020804,2007,0.0,0.0,0.0
120302020804,2008,0.0,0.0,0.0
120302020804,2009,0.0,0.0,0.0
120302020804,2010,0.0,0.0,0.0
120302020804,2011,0.0,0.0,0.0
120302020804,2012,0.0,0.0,0.0
120302020804,2013,0.0,0.0,0.0
120302020804,2014,0.0,0.0,0.0
120302020804,2015,0.0,0.0,0.0
120302020804,2016,0.0,0.0,0.0
120302020804,2017,0.0,0.0,0.0
120302020804,2018,0.0,0.0,0.0
120302020804,2019,0.0,0.0,0.0
120302020804,2020,0.0,0.0,0.0
120302020805,2000,0.0,0.0,0.0
120302020805,2001,0.0,0.0,0.0
120302020805,2002,0.0,0.0,0.0
120302020805,2003,0.0,0.0,0.0
120302020805,2004,0.0,0.0,0.0
120302020805,2005,0.0,0.0,0.0
120302020805,2006,0.0,0.0,0.0
120302020805,2007,0.0,0.0,0.0
120302020805,2008,0.0,0.0,0.0
120302020805,2009,0.0,0.0,0.0
120302020805,2010,0.0,0.0,0.0
120302020805,2011,0.0,0.0,0.0
120302020805,2012,0.0,0.0,0.0
120302020805,2013,0.0,0.0,0.0
120302020805,2014,0.0,0.0,0.0
120302020805,2015,0.0,0.0,0.0
120302020805,2016,0.0,0.0,0.0
120302020805,2017,0.0,0.0,0.0
120302020805,2018,0.0,0.0,0.0
120302020805,2019,0.0,0.0,0.0
120302020805,2020,0.0,0.0,0.0
120302020806,2000,0.557634219,0.265433844,0.292200372
120302020806,2001,0.183013945,0.087114668,0.095899107
120302020806,2002,0.439615693,0.209257099,0.230358595
120302020806,2003,0.875451948,0.416715148,0.458736885
120302020806,2004,0.520745377,0.24787479,0.272870587
120302020806,2005,0.524867411,0.249836926,0.275030485
120302020806,2006,1.395399077,0.664209989,0.73118917
120302020806,2007,0.560778408,0.275903156,0.284875499
120302020806,2008,1.069214863,0.508946262,0.560268601
120302020806,2009,0.571980778,0.272262901,0.299717877
120302020806,2010,0.560178216,0.266644981,0.293533403
120302020806,2011,0.27237057,0.129648386,0.142722189
120302020806,2012,1.761993691,0.868662809,0.893330631
120302020806,2013,1.302917529,0.620188715,0.682728732
120302020806,2014,0.717928803,0.341734101,0.376194701
120302020806,2015,0.18748414,0.097679282,0.08980486
120302020806,2016,0.394352434,0.187711874,0.206640727
120302020806,2017,0.951314066,0.452825636,0.498488433
120302020806,2018,1.210949411,0.609107663,0.601841915
120302020806,2019,1.598409995,0.768835356,0.829574814
120302020806,2020,1.941403311,0.929932325,1.011471153
120302020807,2000,0.0,0.0,0.0
120302020807,2001,0.0,0.0,0.0
120302020807,2002,0.0,0.0,0.0
120302020807,2003,0.0,0.0,0.0
120302020807,2004,0.0,0.0,0.0
120302020807,2005,0.0,0.0,0.0
120302020807,2006,0.0,0.0,0.0
120302020807,2007,0.0,0.0,0.0
120302020807,2008,0.0,0.0,0.0
120302020807,2009,0.0,0.0,0.0
120302020807,2010,0.0,0.0,0.0
120302020807,2011,0.0,0.0,0.0
120302020807,2012,0.0,0.0,0.0
120302020807,2013,0.0,0.0,0.0
120302020807,2014,0.0,0.0,0.0
120302020807,2015,0.0,0.0,0.0
120302020807,2016,0.0,0.0,0.0
120302020807,2017,0.0,0.0,0.0
120302020807,2018,0.0,0.0,0.0
120302020807,2019,0.0,0.0,0.0
120302020807,2020,0.0,0.0,0.0
120302020901,2000,0.0,0.0,0.0
120302020901,2001,0.0,0.0,0.0
120302020901,2002,0.0,0.0,0.0
120302020901,2003,0.0,0.0,0.0
120302020901,2004,0.0,0.0,0.0
120302020901,2005,0.0,0.0,0.0
120302020901,2006,0.0,0.0,0.0
120302020901,2007,0.0,0.0,0.0
120302020901,2008,0.0,0.0,0.0
120302020901,2009,0.0,0.0,0.0
120302020901,2010,0.0,0.0,0.0
120302020901,2011,0.0,0.0,0.0
120302020901,2012,0.0,0.0,0.0
120302020901,2013,0.0,0.0,0.0
120302020901,2014,0.0,0.0,0.0
120302020901,2015,0.0,0.0,0.0
120302020901,2016,0.0,0.0,0.0
120302020901,2017,0.0,0.0,0.0
120302020901,2018,0.0,0.0,0.0
120302020901,2019,0.0,0.0,0.0
120302020901,2020,0.0,0.0,0.0
120302020902,2000,0.0,0.0,0.0
120302020902,2001,0.0,0.0,0.0
120302020902,2002,0.0,0.0,0.0
120302020902,2003,0.0,0.0,0.0
120302020902,2004,0.0,0.0,0.0
120302020902,2005,0.0,0.0,0.0
120302020902,2006,0.0,0.0,0.0
120302020902,2007,0.0,0.0,0.0
120302020902,2008,0.0,0.0,0.0
120302020902,2009,0.0,0.0,0.0
120302020902,2010,0.0,0.0,0.0
120302020902,2011,0.0,0.0,0.0
120302020902,2012,0.0,0.0,0.0
120302020902,2013,0.0,0.0,0.0
120302020902,2014,0.0,0.0,0.0
120302020902,2015,0.0,0.0,0.0
120302020902,2016,0.0,0.0,0.0
120302020902,2017,0.0,0.0,0.0
120302020902,2018,0.0,0.0,0.0
120302020902,2019,0.0,0.0,0.0
120302020902,2020,0.0,0.0,0.0
120302020903,2000,0.0,0.0,0.0
120302020903,2001,0.0,0.0,0.0
120302020903,2002,0.0,0.0,0.0
120302020903,2003,0.0,0.0,0.0
120302020903,2004,0.0,0.0,0.0
120302020903,2005,0.0,0.0,0.0
120302020903,2006,0.0,0.0,0.0
120302020903,2007,0.0,0.0,0.0
120302020903,2008,0.0,0.0,0.0
120302020903,2009,0.0,0.0,0.0
120302020903,2010,0.0,0.0,0.0
120302020903,2011,0.0,0.0,0.0
